+---------------------------------------------------------------------------------------------------------------------------------------+-----------+-----------+--------------------------+--------------------------+---------------------------------------------+
| File Path                                                                                                                             | File Size | File Mode |      File Modified       |       File Created       |                 File Header                 |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\HTTP - Stock Price Check Using HTTP Post.aml                           | 3419      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:17 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\HTTP - Yahoo Home Page Return.aml                                      | 3074      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:17 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Import Inventory.aml                                                   | 2160      |   33206   | Thu Mar 15 09:30:25 2018 | Tue Oct 12 11:44:17 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Invoice Send to FMS.aml                                                | 2573      |   33206   | Mon Jul 15 08:49:31 2019 | Tue Oct 12 11:44:17 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Jbrain Watchdog.aml                                                    | 2062      |   33206   | Mon Dec  4 08:58:40 2017 | Tue Oct 12 11:44:17 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Load Purchase Data.aml                                                 | 2121      |   33206   | Mon Sep 23 11:20:41 2019 | Tue Oct 12 11:44:17 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Loop - Break Out Of A Loop.aml                                         | 2710      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Loop - Holiday Exclusion.aml                                           | 4919      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Loop - Loop And Display Count.aml                                      | 2801      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Loop - Loop Dataset Using Excel Actions.aml                            | 3892      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Loop - Loop Files After Choosing Folder.aml                            | 2817      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Loop - Loop List.aml                                                   | 3000      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Loop - Loop Processes.aml                                              | 2837      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Loop - Nested Loop.aml                                                 | 2921      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Luke Exception Reports - OLD - DO NOT USE.aml                          | 9440      |   33206   | Fri Jul  3 10:24:16 2020 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Luke Exception Reports - used for examples.aml                         | 10269     |   33206   | Tue May  5 10:39:53 2020 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Luke Exception Reports.aml                                             | 12484     |   33206   | Thu Aug 19 16:49:11 2021 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Manager Privileges Report (1).aml                                      | 5283      |   33206   | Tue May  5 11:30:15 2020 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Manager Privileges Report.aml                                          | 5283      |   33206   | Tue May  5 11:30:15 2020 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Media Count Collector.aml                                              | 2057      |   33206   | Mon Feb 22 16:41:40 2021 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Multimedia - Play Audio.aml                                            | 64284     |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Multimedia - Speak Custom Text.aml                                     | 3098      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Multimedia - Talking Clock.aml                                         | 3452      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\New Managed Task.aml                                                   | 1909      |   33206   | Mon Apr 29 12:01:57 2019 | Tue Oct 12 11:44:18 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\OverhangProcess.log                                                    | 316       |   33206   | Mon Oct 11 20:03:08 2021 | Tue Oct 12 11:44:32 2021 | b'534d5253505f42415443485f50545f4f46465f4f' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Ping VPN's (1).aml                                                     | 2259      |   33206   | Wed Jul 26 09:01:41 2017 | Tue Oct 12 11:44:32 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Powershell Move Files to Sharepoint.aml                                | 1970      |   33206   | Wed Jun  6 08:37:04 2018 | Tue Oct 12 11:44:32 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Preliminary Sales Report.aml                                           | 2101      |   33206   | Mon Nov 13 10:58:09 2017 | Tue Oct 12 11:44:32 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Print DSD Tags (1) (1).aml                                             | 3942      |   33206   | Tue May  5 11:02:23 2020 | Tue Oct 12 11:44:32 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Print DSD Tags.aml                                                     | 3849      |   33206   | Tue May  5 10:45:34 2020 | Tue Oct 12 11:44:32 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Pull DSD Export files.aml                                              | 6370      |   33206   | Mon Jul 15 14:15:16 2019 | Tue Oct 12 11:44:32 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Pull TLOG files Automatic.aml                                          | 7999      |   33206   | Thu Jan  2 08:37:23 2020 | Tue Oct 12 11:44:32 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Pull TLOG files Manual.aml                                             | 7332      |   33206   | Tue May  5 11:04:06 2020 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Reading And Writing Data - Read File.aml                               | 2860      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Reading And Writing Data - Read From Files.aml                         | 3956      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Reading And Writing Data - Write To File.aml                           | 3030      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Download files - AWG Deli & Bakery.aml                            | 6678      |   33206   | Thu Oct  7 14:17:58 2021 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Download files - AWG Meat & Produce.aml                           | 6562      |   33206   | Fri Oct  1 12:02:58 2021 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Import - AWG Bakery.aml                                           | 4185      |   33206   | Tue May  5 11:05:16 2020 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Import - AWG Deli.aml                                             | 4079      |   33206   | Tue May  5 11:06:23 2020 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Import - AWG Meat.aml                                             | 4126      |   33206   | Tue May  5 11:07:43 2020 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Import - AWG Produce.aml                                          | 4108      |   33206   | Tue May  5 11:08:54 2020 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Import - Capital City Produce.aml                                 | 2051      |   33206   | Tue Mar  2 09:32:56 2021 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Import - Scariano Meat.aml                                        | 4375      |   33206   | Wed Nov 15 14:27:11 2017 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Import - Sherwood Deli.aml                                        | 4524      |   33206   | Tue May  5 11:10:39 2020 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Rind Import - Sherwood Meat.aml                                        | 4386      |   33206   | Fri Apr  9 15:53:15 2021 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\SIL Import Monitor (3) (1).aml                                         | 2997      |   33206   | Tue May 12 14:08:31 2020 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\SIL Import Monitor.aml                                                 | 3090      |   33206   | Thu Sep  9 14:43:12 2021 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\SIL_Reimport.aml                                                       | 2089      |   33206   | Mon May 22 14:06:56 2017 | Tue Oct 12 11:44:34 2021 | b'efbbbf3c414d5441534b3e0d0a3c414d5441534b' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\SNMP - Get.aml                                                         | 2682      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\SNMP - Walk.aml                                                        | 2653      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\SQL - Query Access.aml                                                 | 211560    |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\SQL - Query Excel.aml                                                  | 24344     |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Scheduling (3) (1).aml                                                 | 4998      |   33206   | Mon Feb 19 14:28:07 2018 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Scheduling (3).aml                                                     | 4998      |   33206   | Mon Feb 19 14:28:07 2018 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Scheduling.aml                                                         | 4002      |   33206   | Thu Jan  4 08:01:19 2018 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Scrape Invoice Emails.aml                                              | 2053      |   33206   | Wed Sep 13 16:43:07 2017 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\SelfCheckout Sales (1).aml                                             | 2139      |   33206   | Tue Mar  1 10:18:29 2016 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send .SIL from FTP Root - ABO.aml                                      | 6763      |   33206   | Fri Jun 25 08:08:47 2021 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send .SIL from FTP Root.aml                                            | 6854      |   33206   | Fri Sep  3 13:58:15 2021 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send Cash Reports to FMS (1).aml                                       | 2062      |   33206   | Thu Jan 10 09:51:02 2019 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send DCR Export files (1).aml                                          | 3290      |   33206   | Tue May  5 11:16:22 2020 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send FMS Reports.aml                                                   | 8390      |   33206   | Wed Feb 24 08:30:09 2021 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send GOT Item files.aml                                                | 2039      |   33206   | Fri Jun 14 16:56:15 2019 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send Inventory.aml                                                     | 2159      |   33206   | Thu Mar 15 10:15:21 2018 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send Promo Files ABO.aml                                               | 8363      |   33206   | Wed May 26 12:00:25 2021 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send Promo Files.aml                                                   | 8357      |   33206   | Mon Jun 14 10:54:15 2021 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send Retails to AWG.aml                                                | 2746      |   33206   | Fri Jan 31 07:45:28 2020 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send Store Price Books (1).aml                                         | 2199      |   33206   | Mon Apr 29 12:02:34 2019 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send Tlog to Alliance.aml                                              | 2067      |   33206   | Mon Nov 18 15:00:38 2019 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send Transfer Summary Report.aml                                       | 2063      |   33206   | Wed Aug 30 10:54:44 2017 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send eCommerce Items - New.aml                                         | 2140      |   33206   | Tue Dec  1 09:22:56 2020 | Tue Oct 12 11:44:33 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Send eWic File.aml                                                     | 7143      |   33206   | Mon Oct 19 09:38:51 2020 | Tue Oct 12 11:44:34 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\System Management - Ping Machine For Response.aml                      | 2975      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\System Management - Task Runtime Info.aml                              | 3808      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\TCI DB Backup Nightly.aml                                              | 2692      |   33206   | Mon May 22 14:07:55 2017 | Tue Oct 12 11:44:36 2021 | b'efbbbf3c414d5441534b3e0d0a3c414d5441534b' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Tag Print Report (3).aml                                               | 2088      |   33206   | Tue Oct 10 13:17:00 2017 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Terminal Emulation - Logon Via VT220.aml                               | 3399      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Terminal Emulation - Verify Email.aml                                  | 4334      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Convert Case.aml                                   | 2720      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Find Text And Get Subtext.aml                      | 3627      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Find Text.aml                                      | 3187      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Insert Text.aml                                    | 2624      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Joining Two Variables.aml                          | 2675      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Pad Text.aml                                       | 2841      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Replace Text.aml                                   | 2721      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Splitting A Variable Into Two Variables.aml        | 2828      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Text Manipulation - Trim Text.aml                                      | 2672      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Triggers - File.aml                                                    | 2725      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Triggers - Window.aml                                                  | 2423      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\Update PrintingTools.aml                                               | 6767      |   33206   | Tue May  5 10:41:43 2020 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\User Input - Choice Dialog.aml                                         | 2918      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\User Input - Input Validation (Using The Like Operator).aml            | 3416      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\User Input - Read File.aml                                             | 3315      |   33206   | Thu Jun 25 16:59:10 2015 | Tue Oct 12 11:44:37 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\d4log.txt                                                              | 360       |   33206   | Sun Oct  3 13:13:29 2021 | Tue Oct 12 11:44:16 2021 | b'436f6e74656e742d547970653a20746578742f70' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\eCommerce Data Load.aml                                                | 2032      |   33206   | Tue Sep  8 08:26:51 2020 | Tue Oct 12 11:44:16 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\ePLUM Watchdog.aml                                                     | 2115      |   33206   | Mon Mar 28 14:10:01 2016 | Tue Oct 12 11:44:16 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\ping_test.txt                                                          | 656702    |   33206   | Mon Oct 11 20:03:12 2021 | Tue Oct 12 11:44:32 2021 | b'0d0a50696e67696e67203132372e302e302e3120' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\ping_test2.txt                                                         | 644778    |   33206   | Mon Oct 11 20:03:15 2021 | Tue Oct 12 11:44:32 2021 | b'0d0a50696e67696e67203132372e302e302e3120' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\testing (1) (1).aml                                                    | 5613      |   33206   | Fri Jul 31 13:41:09 2020 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\testing (1).aml                                                        | 5613      |   33206   | Tue Aug 17 08:05:30 2021 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
| \\alpha\profiles\jwren\My Documents\AutoMate\AutoMate 10\Tasks\testing.aml                                                            | 5747      |   33206   | Tue May  5 11:54:13 2020 | Tue Oct 12 11:44:36 2021 | b'3c414d5441534b3e0d0a3c414d5441534b484541' |
+---------------------------------------------------------------------------------------------------------------------------------------+-----------+-----------+--------------------------+--------------------------+---------------------------------------------+
